#X,Z,log_Rho,Rho
250.0,-195.0,2.3,200.0
250.0,-200.0,2.3,200.0
255.0,0.0,1.87,74.0
255.0,-5.0,1.86,73.0
255.0,-10.0,1.86,72.0
255.0,-15.0,1.85,70.0
255.0,-20.0,1.83,68.0
255.0,-25.0,1.83,67.0
255.0,-30.0,1.81,65.0
255.0,-35.0,1.8,63.0
255.0,-40.0,1.81,65.0
255.0,-45.0,1.84,69.0
255.0,-50.0,1.86,73.0
255.0,-55.0,1.89,77.0
255.0,-60.0,1.91,82.0
255.0,-65.0,1.93,86.0
255.0,-70.0,1.96,91.0
255.0,-75.0,1.99,97.0
255.0,-80.0,2.01,103.0
255.0,-85.0,2.04,109.0
255.0,-90.0,2.06,114.0
255.0,-95.0,2.08,120.0
255.0,-100.0,2.1,126.0
255.0,-105.0,2.12,131.0
255.0,-110.0,2.14,137.0
255.0,-115.0,2.15,142.0
255.0,-120.0,2.17,148.0
255.0,-125.0,2.18,153.0
255.0,-130.0,2.2,159.0
255.0,-135.0,2.21,164.0
255.0,-140.0,2.23,170.0
255.0,-145.0,2.25,176.0
255.0,-150.0,2.26,182.0
255.0,-155.0,2.27,188.0
255.0,-160.0,2.29,193.0
255.0,-165.0,2.3,198.0
255.0,-170.0,2.3,200.0
255.0,-175.0,2.3,200.0
255.0,-180.0,2.3,200.0
255.0,-185.0,2.3,200.0
255.0,-190.0,2.3,200.0
255.0,-195.0,2.3,200.0
255.0,-200.0,2.3,200.0
260.0,0.0,1.87,74.0
260.0,-5.0,1.86,73.0
260.0,-10.0,1.86,72.0
260.0,-15.0,1.85,70.0
260.0,-20.0,1.83,68.0
260.0,-25.0,1.83,67.0
260.0,-30.0,1.81,65.0
260.0,-35.0,1.8,63.0
260.0,-40.0,1.81,65.0
260.0,-45.0,1.84,69.0
260.0,-50.0,1.86,73.0
260.0,-55.0,1.89,77.0
260.0,-60.0,1.91,82.0
260.0,-65.0,1.93,86.0
260.0,-70.0,1.96,91.0
260.0,-75.0,1.99,97.0
260.0,-80.0,2.01,103.0
260.0,-85.0,2.04,109.0
260.0,-90.0,2.06,115.0
260.0,-95.0,2.08,120.0
260.0,-100.0,2.1,126.0
260.0,-105.0,2.12,131.0
260.0,-110.0,2.14,137.0
260.0,-115.0,2.16,143.0
260.0,-120.0,2.17,148.0
260.0,-125.0,2.19,154.0
260.0,-130.0,2.2,159.0
260.0,-135.0,2.21,164.0
260.0,-140.0,2.23,170.0
260.0,-145.0,2.25,176.0
260.0,-150.0,2.26,182.0
260.0,-155.0,2.27,188.0
260.0,-160.0,2.29,193.0
260.0,-165.0,2.3,198.0
260.0,-170.0,2.3,200.0
260.0,-175.0,2.3,200.0
260.0,-180.0,2.3,200.0
260.0,-185.0,2.3,200.0
260.0,-190.0,2.3,200.0
260.0,-195.0,2.3,200.0
260.0,-200.0,2.3,200.0
265.0,0.0,1.87,74.0
265.0,-5.0,1.86,73.0
265.0,-10.0,1.86,72.0
265.0,-15.0,1.85,70.0
265.0,-20.0,1.83,68.0
265.0,-25.0,1.83,67.0
265.0,-30.0,1.81,65.0
265.0,-35.0,1.8,63.0
265.0,-40.0,1.81,65.0
265.0,-45.0,1.84,69.0
265.0,-50.0,1.86,73.0
265.0,-55.0,1.89,77.0
265.0,-60.0,1.91,81.0
265.0,-65.0,1.93,86.0
265.0,-70.0,1.96,91.0
265.0,-75.0,1.99,97.0
265.0,-80.0,2.01,103.0
265.0,-85.0,2.04,109.0
265.0,-90.0,2.06,115.0
265.0,-95.0,2.08,121.0
265.0,-100.0,2.1,126.0
265.0,-105.0,2.12,132.0
265.0,-110.0,2.14,137.0
265.0,-115.0,2.16,143.0
265.0,-120.0,2.17,148.0
265.0,-125.0,2.19,154.0
265.0,-130.0,2.2,159.0
265.0,-135.0,2.21,164.0
265.0,-140.0,2.23,170.0
265.0,-145.0,2.25,176.0
265.0,-150.0,2.26,182.0
265.0,-155.0,2.27,187.0
265.0,-160.0,2.29,193.0
265.0,-165.0,2.3,198.0
265.0,-170.0,2.3,200.0
265.0,-175.0,2.3,200.0
265.0,-180.0,2.3,200.0
265.0,-185.0,2.3,200.0
265.0,-190.0,2.3,200.0
265.0,-195.0,2.3,200.0
265.0,-200.0,2.3,200.0
270.0,0.0,1.87,74.0
270.0,-5.0,1.86,73.0
270.0,-10.0,1.86,72.0
270.0,-15.0,1.85,70.0
270.0,-20.0,1.83,68.0
270.0,-25.0,1.83,67.0
270.0,-30.0,1.81,65.0
270.0,-35.0,1.8,63.0
270.0,-40.0,1.81,65.0
270.0,-45.0,1.84,69.0
270.0,-50.0,1.86,73.0
270.0,-55.0,1.89,77.0
270.0,-60.0,1.91,81.0
270.0,-65.0,1.93,85.0
270.0,-70.0,1.96,91.0
270.0,-75.0,1.99,97.0
270.0,-80.0,2.01,103.0
270.0,-85.0,2.04,109.0
270.0,-90.0,2.06,115.0
270.0,-95.0,2.08,121.0
270.0,-100.0,2.1,126.0
270.0,-105.0,2.12,132.0
270.0,-110.0,2.14,137.0
270.0,-115.0,2.16,143.0
270.0,-120.0,2.17,148.0
270.0,-125.0,2.18,153.0
270.0,-130.0,2.2,158.0
270.0,-135.0,2.21,163.0
270.0,-140.0,2.23,169.0
270.0,-145.0,2.25,176.0
270.0,-150.0,2.26,182.0
270.0,-155.0,2.27,187.0
270.0,-160.0,2.29,193.0
270.0,-165.0,2.3,198.0
270.0,-170.0,2.3,200.0
270.0,-175.0,2.3,200.0
270.0,-180.0,2.3,200.0
270.0,-185.0,2.3,200.0
270.0,-190.0,2.3,200.0
270.0,-195.0,2.3,200.0
270.0,-200.0,2.3,200.0
275.0,0.0,1.87,74.0
275.0,-5.0,1.86,73.0
275.0,-10.0,1.86,72.0
275.0,-15.0,1.85,70.0
275.0,-20.0,1.83,68.0
275.0,-25.0,1.83,67.0
275.0,-30.0,1.81,65.0
275.0,-35.0,1.8,63.0
275.0,-40.0,1.81,65.0
275.0,-45.0,1.84,69.0
275.0,-50.0,1.86,73.0
275.0,-55.0,1.89,77.0
275.0,-60.0,1.91,81.0
275.0,-65.0,1.93,85.0
275.0,-70.0,1.95,90.0
275.0,-75.0,1.99,97.0
275.0,-80.0,2.01,103.0
275.0,-85.0,2.04,109.0
275.0,-90.0,2.06,115.0
275.0,-95.0,2.08,121.0
275.0,-100.0,2.1,127.0
275.0,-105.0,2.12,132.0
275.0,-110.0,2.14,138.0
275.0,-115.0,2.16,143.0
275.0,-120.0,2.17,148.0
275.0,-125.0,2.18,153.0
275.0,-130.0,2.2,158.0
275.0,-135.0,2.21,163.0
275.0,-140.0,2.23,169.0
275.0,-145.0,2.24,175.0
275.0,-150.0,2.26,181.0
275.0,-155.0,2.27,187.0
275.0,-160.0,2.29,193.0
275.0,-165.0,2.3,198.0
275.0,-170.0,2.3,200.0
275.0,-175.0,2.3,200.0
275.0,-180.0,2.3,200.0
275.0,-185.0,2.3,200.0
275.0,-190.0,2.3,200.0
275.0,-195.0,2.3,200.0
275.0,-200.0,2.3,200.0
280.0,0.0,1.87,74.0
280.0,-5.0,1.86,73.0
280.0,-10.0,1.86,72.0
280.0,-15.0,1.85,70.0
280.0,-20.0,1.83,68.0
280.0,-25.0,1.83,67.0
280.0,-30.0,1.81,65.0
280.0,-35.0,1.8,63.0
280.0,-40.0,1.81,65.0
280.0,-45.0,1.83,68.0
280.0,-50.0,1.86,72.0
280.0,-55.0,1.88,76.0
280.0,-60.0,1.9,80.0
280.0,-65.0,1.92,84.0
280.0,-70.0,1.95,90.0
280.0,-75.0,1.98,96.0
280.0,-80.0,2.01,103.0
280.0,-85.0,2.04,110.0
280.0,-90.0,2.06,116.0
280.0,-95.0,2.08,121.0
280.0,-100.0,2.1,127.0
280.0,-105.0,2.12,132.0
280.0,-110.0,2.14,138.0
280.0,-115.0,2.16,143.0
280.0,-120.0,2.17,148.0
280.0,-125.0,2.18,152.0
280.0,-130.0,2.2,157.0
280.0,-135.0,2.21,162.0
280.0,-140.0,2.23,168.0
280.0,-145.0,2.24,175.0
280.0,-150.0,2.26,181.0
280.0,-155.0,2.27,187.0
280.0,-160.0,2.29,193.0
280.0,-165.0,2.3,198.0
280.0,-170.0,2.3,200.0
280.0,-175.0,2.3,200.0
280.0,-180.0,2.3,200.0
280.0,-185.0,2.3,200.0
280.0,-190.0,2.3,200.0
280.0,-195.0,2.3,200.0
280.0,-200.0,2.3,200.0
285.0,0.0,1.88,75.0
285.0,-5.0,1.87,74.0
285.0,-10.0,1.86,72.0
285.0,-15.0,1.85,71.0
285.0,-20.0,1.84,69.0
285.0,-25.0,1.83,67.0
285.0,-30.0,1.81,65.0
285.0,-35.0,1.81,64.0
285.0,-40.0,1.81,64.0
285.0,-45.0,1.83,68.0
285.0,-50.0,1.86,72.0
285.0,-55.0,1.88,76.0
285.0,-60.0,1.9,80.0
285.0,-65.0,1.92,84.0
285.0,-70.0,1.95,89.0
285.0,-75.0,1.98,96.0
285.0,-80.0,2.01,103.0
285.0,-85.0,2.04,109.0
285.0,-90.0,2.06,116.0
285.0,-95.0,2.09,122.0
285.0,-100.0,2.1,127.0
285.0,-105.0,2.12,133.0
285.0,-110.0,2.14,138.0
285.0,-115.0,2.15,142.0
285.0,-120.0,2.17,147.0
285.0,-125.0,2.18,152.0
285.0,-130.0,2.2,157.0
285.0,-135.0,2.21,162.0
285.0,-140.0,2.23,168.0
285.0,-145.0,2.24,174.0
285.0,-150.0,2.26,180.0
285.0,-155.0,2.27,187.0
285.0,-160.0,2.29,193.0
285.0,-165.0,2.3,198.0
285.0,-170.0,2.3,200.0
285.0,-175.0,2.3,200.0
285.0,-180.0,2.3,200.0
285.0,-185.0,2.3,200.0
285.0,-190.0,2.3,200.0
285.0,-195.0,2.3,200.0
285.0,-200.0,2.3,200.0
290.0,0.0,1.88,75.0
290.0,-5.0,1.88,75.0
290.0,-10.0,1.87,74.0
290.0,-15.0,1.86,72.0
290.0,-20.0,1.85,70.0
290.0,-25.0,1.83,68.0
290.0,-30.0,1.82,66.0
290.0,-35.0,1.81,64.0
290.0,-40.0,1.81,64.0
290.0,-45.0,1.83,68.0
290.0,-50.0,1.85,71.0
290.0,-55.0,1.88,75.0
290.0,-60.0,1.9,79.0
290.0,-65.0,1.92,83.0
290.0,-70.0,1.95,89.0
290.0,-75.0,1.98,95.0
290.0,-80.0,2.01,102.0
290.0,-85.0,2.04,109.0
290.0,-90.0,2.06,115.0
290.0,-95.0,2.09,122.0
290.0,-100.0,2.1,127.0
290.0,-105.0,2.12,132.0
290.0,-110.0,2.14,137.0
290.0,-115.0,2.15,142.0
290.0,-120.0,2.17,147.0
290.0,-125.0,2.18,151.0
290.0,-130.0,2.19,156.0
290.0,-135.0,2.21,162.0
290.0,-140.0,2.23,168.0
290.0,-145.0,2.24,174.0
290.0,-150.0,2.26,180.0
290.0,-155.0,2.27,186.0
290.0,-160.0,2.28,192.0
290.0,-165.0,2.3,198.0
290.0,-170.0,2.3,200.0
290.0,-175.0,2.3,200.0
290.0,-180.0,2.3,200.0
290.0,-185.0,2.3,200.0
290.0,-190.0,2.3,200.0
290.0,-195.0,2.3,200.0
290.0,-200.0,2.3,200.0
295.0,0.0,1.88,75.0
295.0,-5.0,1.88,75.0
295.0,-10.0,1.88,75.0
295.0,-15.0,1.87,74.0
295.0,-20.0,1.86,72.0
295.0,-25.0,1.85,70.0
295.0,-30.0,1.83,68.0
295.0,-35.0,1.81,65.0
295.0,-40.0,1.81,64.0
295.0,-45.0,1.83,67.0
295.0,-50.0,1.85,71.0
295.0,-55.0,1.88,75.0
295.0,-60.0,1.9,79.0
295.0,-65.0,1.92,83.0
295.0,-70.0,1.94,88.0
295.0,-75.0,1.98,95.0
295.0,-80.0,2.01,102.0
295.0,-85.0,2.03,108.0
295.0,-90.0,2.06,115.0
295.0,-95.0,2.09,122.0
295.0,-100.0,2.1,127.0
295.0,-105.0,2.12,132.0
295.0,-110.0,2.14,137.0
295.0,-115.0,2.15,142.0
295.0,-120.0,2.16,146.0
295.0,-125.0,2.18,151.0
295.0,-130.0,2.19,156.0
295.0,-135.0,2.21,161.0
295.0,-140.0,2.22,167.0
295.0,-145.0,2.24,173.0
295.0,-150.0,2.25,179.0
295.0,-155.0,2.27,186.0
295.0,-160.0,2.29,193.0
295.0,-165.0,2.3,198.0
295.0,-170.0,2.3,200.0
295.0,-175.0,2.3,200.0
295.0,-180.0,2.3,200.0
295.0,-185.0,2.3,200.0
295.0,-190.0,2.3,200.0
295.0,-195.0,2.3,200.0
295.0,-200.0,2.3,200.0
300.0,0.0,1.88,75.0
300.0,-5.0,1.88,75.0
300.0,-10.0,1.88,75.0
300.0,-15.0,1.88,75.0
300.0,-20.0,1.86,73.0
300.0,-25.0,1.85,71.0
300.0,-30.0,1.83,68.0
300.0,-35.0,1.81,65.0
300.0,-40.0,1.81,64.0
300.0,-45.0,1.83,67.0
300.0,-50.0,1.85,71.0
300.0,-55.0,1.87,74.0
300.0,-60.0,1.89,78.0
300.0,-65.0,1.91,82.0
300.0,-70.0,1.94,88.0
300.0,-75.0,1.98,95.0
300.0,-80.0,2.0,101.0
300.0,-85.0,2.03,108.0
300.0,-90.0,2.06,116.0
300.0,-95.0,2.09,122.0
300.0,-100.0,2.1,127.0
300.0,-105.0,2.12,131.0
300.0,-110.0,2.13,136.0
300.0,-115.0,2.15,141.0
300.0,-120.0,2.16,146.0
300.0,-125.0,2.18,151.0
300.0,-130.0,2.19,155.0
300.0,-135.0,2.21,161.0
300.0,-140.0,2.22,167.0
300.0,-145.0,2.24,173.0
300.0,-150.0,2.25,179.0
300.0,-155.0,2.27,187.0
300.0,-160.0,2.29,194.0
300.0,-165.0,2.3,199.0
300.0,-170.0,2.3,200.0
300.0,-175.0,2.3,200.0
300.0,-180.0,2.3,200.0
300.0,-185.0,2.3,200.0
300.0,-190.0,2.3,200.0
300.0,-195.0,2.3,200.0
300.0,-200.0,2.3,200.0
305.0,0.0,1.88,75.0
305.0,-5.0,1.88,75.0
305.0,-10.0,1.88,75.0
305.0,-15.0,1.88,75.0
305.0,-20.0,1.87,74.0
305.0,-25.0,1.86,72.0
305.0,-30.0,1.84,69.0
305.0,-35.0,1.81,65.0
305.0,-40.0,1.81,64.0
305.0,-45.0,1.83,67.0
305.0,-50.0,1.85,71.0
305.0,-55.0,1.87,74.0
305.0,-60.0,1.89,78.0
305.0,-65.0,1.91,82.0
305.0,-70.0,1.94,87.0
305.0,-75.0,1.97,94.0
305.0,-80.0,2.0,101.0
305.0,-85.0,2.04,110.0
305.0,-90.0,2.08,119.0
305.0,-95.0,2.09,124.0
305.0,-100.0,2.1,126.0
305.0,-105.0,2.11,129.0
305.0,-110.0,2.13,135.0
305.0,-115.0,2.15,140.0
305.0,-120.0,2.16,145.0
305.0,-125.0,2.18,150.0
305.0,-130.0,2.19,155.0
305.0,-135.0,2.2,160.0
305.0,-140.0,2.22,166.0
305.0,-145.0,2.24,173.0
305.0,-150.0,2.26,180.0
305.0,-155.0,2.27,188.0
305.0,-160.0,2.29,196.0
305.0,-165.0,2.3,200.0
305.0,-170.0,2.3,200.0
305.0,-175.0,2.3,200.0
305.0,-180.0,2.3,200.0
305.0,-185.0,2.3,200.0
305.0,-190.0,2.3,200.0
305.0,-195.0,2.3,200.0
305.0,-200.0,2.3,200.0
310.0,0.0,1.88,75.0
310.0,-5.0,1.88,75.0
310.0,-10.0,1.88,75.0
310.0,-15.0,1.88,75.0
310.0,-20.0,1.87,74.0
310.0,-25.0,1.86,72.0
310.0,-30.0,1.84,69.0
310.0,-35.0,1.81,65.0
310.0,-40.0,1.81,64.0
310.0,-45.0,1.83,67.0
310.0,-50.0,1.85,71.0
310.0,-55.0,1.87,74.0
310.0,-60.0,1.89,78.0
310.0,-65.0,1.91,82.0
310.0,-70.0,1.94,87.0
310.0,-75.0,1.98,95.0
310.0,-80.0,2.02,104.0
310.0,-85.0,2.05,113.0
310.0,-90.0,2.08,121.0
310.0,-95.0,2.1,125.0
310.0,-100.0,2.1,125.0
310.0,-105.0,2.11,128.0
310.0,-110.0,2.12,133.0
310.0,-115.0,2.14,138.0
310.0,-120.0,2.16,144.0
310.0,-125.0,2.17,149.0
310.0,-130.0,2.19,154.0
310.0,-135.0,2.2,160.0
310.0,-140.0,2.22,167.0
310.0,-145.0,2.24,174.0
310.0,-150.0,2.26,182.0
310.0,-155.0,2.28,190.0
310.0,-160.0,2.29,197.0
310.0,-165.0,2.3,200.0
310.0,-170.0,2.3,200.0
310.0,-175.0,2.3,200.0
310.0,-180.0,2.3,200.0
310.0,-185.0,2.3,200.0
310.0,-190.0,2.3,200.0
310.0,-195.0,2.3,200.0
310.0,-200.0,2.3,200.0
315.0,0.0,1.88,75.0
315.0,-5.0,1.88,75.0
315.0,-10.0,1.88,75.0
315.0,-15.0,1.88,75.0
315.0,-20.0,1.87,74.0
315.0,-25.0,1.86,72.0
315.0,-30.0,1.83,68.0
315.0,-35.0,1.81,65.0
315.0,-40.0,1.81,64.0
315.0,-45.0,1.83,67.0
315.0,-50.0,1.85,70.0
315.0,-55.0,1.86,73.0
315.0,-60.0,1.88,75.0
315.0,-65.0,1.9,80.0
315.0,-70.0,1.95,89.0
315.0,-75.0,2.0,99.0
315.0,-80.0,2.03,108.0
315.0,-85.0,2.07,117.0
315.0,-90.0,2.09,123.0
315.0,-95.0,2.1,125.0
315.0,-100.0,2.1,125.0
315.0,-105.0,2.1,126.0
315.0,-110.0,2.12,131.0
315.0,-115.0,2.13,136.0
315.0,-120.0,2.15,142.0
315.0,-125.0,2.17,147.0
315.0,-130.0,2.18,153.0
315.0,-135.0,2.2,160.0
315.0,-140.0,2.23,168.0
315.0,-145.0,2.24,175.0
315.0,-150.0,2.26,183.0
315.0,-155.0,2.28,191.0
315.0,-160.0,2.29,197.0
315.0,-165.0,2.3,200.0
315.0,-170.0,2.3,200.0
315.0,-175.0,2.3,200.0
315.0,-180.0,2.3,200.0
315.0,-185.0,2.3,200.0
315.0,-190.0,2.3,200.0
315.0,-195.0,2.3,200.0
315.0,-200.0,2.3,200.0
320.0,0.0,1.88,75.0
320.0,-5.0,1.88,75.0
320.0,-10.0,1.88,75.0
320.0,-15.0,1.88,75.0
320.0,-20.0,1.87,74.0
320.0,-25.0,1.85,71.0
320.0,-30.0,1.83,68.0
320.0,-35.0,1.81,65.0
320.0,-40.0,1.8,63.0
320.0,-45.0,1.8,63.0
320.0,-50.0,1.81,65.0
320.0,-55.0,1.82,66.0
320.0,-60.0,1.85,70.0
320.0,-65.0,1.9,79.0
320.0,-70.0,1.96,91.0
320.0,-75.0,2.01,102.0
320.0,-80.0,2.05,112.0
320.0,-85.0,2.08,121.0
320.0,-90.0,2.1,125.0
320.0,-95.0,2.1,125.0
320.0,-100.0,2.1,125.0
320.0,-105.0,2.1,125.0
320.0,-110.0,2.11,128.0
320.0,-115.0,2.12,133.0
320.0,-120.0,2.14,139.0
320.0,-125.0,2.16,144.0
320.0,-130.0,2.18,152.0
320.0,-135.0,2.21,161.0
320.0,-140.0,2.23,169.0
320.0,-145.0,2.25,177.0
320.0,-150.0,2.27,185.0
320.0,-155.0,2.28,192.0
320.0,-160.0,2.3,198.0
320.0,-165.0,2.3,200.0
320.0,-170.0,2.3,200.0
320.0,-175.0,2.3,200.0
320.0,-180.0,2.3,200.0
320.0,-185.0,2.3,200.0
320.0,-190.0,2.3,200.0
320.0,-195.0,2.3,200.0
320.0,-200.0,2.3,200.0
325.0,0.0,1.88,75.0
325.0,-5.0,1.88,75.0
325.0,-10.0,1.88,75.0
325.0,-15.0,1.88,75.0
325.0,-20.0,1.87,74.0
325.0,-25.0,1.85,71.0
325.0,-30.0,1.83,68.0
325.0,-35.0,1.81,65.0
325.0,-40.0,1.79,61.0
325.0,-45.0,1.77,59.0
325.0,-50.0,1.76,57.0
325.0,-55.0,1.76,58.0
325.0,-60.0,1.82,66.0
325.0,-65.0,1.9,79.0
325.0,-70.0,1.96,92.0
325.0,-75.0,2.02,104.0
325.0,-80.0,2.06,115.0
325.0,-85.0,2.09,123.0
325.0,-90.0,2.1,125.0
325.0,-95.0,2.1,125.0
325.0,-100.0,2.1,125.0
325.0,-105.0,2.1,125.0
325.0,-110.0,2.1,126.0
325.0,-115.0,2.11,130.0
325.0,-120.0,2.13,135.0
325.0,-125.0,2.15,142.0
325.0,-130.0,2.18,152.0
325.0,-135.0,2.21,162.0
325.0,-140.0,2.23,170.0
325.0,-145.0,2.25,178.0
325.0,-150.0,2.27,186.0
325.0,-155.0,2.29,194.0
325.0,-160.0,2.3,199.0
325.0,-165.0,2.3,200.0
325.0,-170.0,2.3,200.0
325.0,-175.0,2.3,200.0
325.0,-180.0,2.3,200.0
325.0,-185.0,2.3,200.0
325.0,-190.0,2.3,200.0
325.0,-195.0,2.3,200.0
325.0,-200.0,2.3,200.0
330.0,0.0,1.88,75.0
330.0,-5.0,1.88,75.0
330.0,-10.0,1.88,75.0
330.0,-15.0,1.88,75.0
330.0,-20.0,1.87,74.0
330.0,-25.0,1.85,71.0
330.0,-30.0,1.83,68.0
330.0,-35.0,1.81,65.0
330.0,-40.0,1.79,61.0
330.0,-45.0,1.76,58.0
330.0,-50.0,1.73,54.0
330.0,-55.0,1.74,55.0
330.0,-60.0,1.81,65.0
330.0,-65.0,1.9,80.0
330.0,-70.0,1.97,93.0
330.0,-75.0,2.02,105.0
330.0,-80.0,2.07,117.0
330.0,-85.0,2.09,124.0
330.0,-90.0,2.1,125.0
330.0,-95.0,2.1,125.0
330.0,-100.0,2.1,125.0
330.0,-105.0,2.1,125.0
330.0,-110.0,2.1,125.0
330.0,-115.0,2.1,127.0
330.0,-120.0,2.12,133.0
330.0,-125.0,2.15,142.0
330.0,-130.0,2.18,153.0
330.0,-135.0,2.21,163.0
330.0,-140.0,2.23,171.0
330.0,-145.0,2.25,179.0
330.0,-150.0,2.27,187.0
330.0,-155.0,2.29,195.0
330.0,-160.0,2.3,199.0
330.0,-165.0,2.3,200.0
330.0,-170.0,2.3,200.0
330.0,-175.0,2.3,200.0
330.0,-180.0,2.3,200.0
330.0,-185.0,2.3,200.0
330.0,-190.0,2.3,200.0
330.0,-195.0,2.3,200.0
330.0,-200.0,2.3,200.0
335.0,0.0,1.88,75.0
335.0,-5.0,1.88,75.0
335.0,-10.0,1.88,75.0
335.0,-15.0,1.88,75.0
335.0,-20.0,1.87,74.0
335.0,-25.0,1.86,72.0
335.0,-30.0,1.84,69.0
335.0,-35.0,1.81,65.0
335.0,-40.0,1.79,62.0
335.0,-45.0,1.76,58.0
335.0,-50.0,1.73,54.0
335.0,-55.0,1.74,55.0
335.0,-60.0,1.82,66.0
335.0,-65.0,1.91,81.0
335.0,-70.0,1.97,94.0
335.0,-75.0,2.03,106.0
335.0,-80.0,2.08,119.0
335.0,-85.0,2.1,125.0
335.0,-90.0,2.1,125.0
335.0,-95.0,2.1,125.0
335.0,-100.0,2.1,125.0
335.0,-105.0,2.1,125.0
335.0,-110.0,2.1,125.0
335.0,-115.0,2.1,126.0
335.0,-120.0,2.12,132.0
335.0,-125.0,2.16,143.0
335.0,-130.0,2.19,154.0
335.0,-135.0,2.21,163.0
335.0,-140.0,2.24,172.0
335.0,-145.0,2.26,180.0
335.0,-150.0,2.27,187.0
335.0,-155.0,2.29,195.0
335.0,-160.0,2.3,199.0
335.0,-165.0,2.3,200.0
335.0,-170.0,2.3,200.0
335.0,-175.0,2.3,200.0
335.0,-180.0,2.3,200.0
335.0,-185.0,2.3,200.0
335.0,-190.0,2.3,200.0
335.0,-195.0,2.3,200.0
335.0,-200.0,2.3,200.0
340.0,0.0,1.88,75.0
340.0,-5.0,1.88,75.0
340.0,-10.0,1.88,75.0
340.0,-15.0,1.88,75.0
340.0,-20.0,1.88,75.0
340.0,-25.0,1.86,73.0
340.0,-30.0,1.85,70.0
340.0,-35.0,1.82,66.0
340.0,-40.0,1.79,62.0
340.0,-45.0,1.76,58.0
340.0,-50.0,1.73,54.0
340.0,-55.0,1.74,55.0
340.0,-60.0,1.83,67.0
340.0,-65.0,1.91,82.0
340.0,-70.0,1.98,95.0
340.0,-75.0,2.03,108.0
340.0,-80.0,2.08,120.0
340.0,-85.0,2.1,125.0
340.0,-90.0,2.1,125.0
340.0,-95.0,2.1,125.0
340.0,-100.0,2.1,125.0
340.0,-105.0,2.1,125.0
340.0,-110.0,2.1,125.0
340.0,-115.0,2.1,126.0
340.0,-120.0,2.12,132.0
340.0,-125.0,2.16,144.0
340.0,-130.0,2.19,155.0
340.0,-135.0,2.21,164.0
340.0,-140.0,2.24,172.0
340.0,-145.0,2.26,180.0
340.0,-150.0,2.27,187.0
340.0,-155.0,2.29,195.0
340.0,-160.0,2.3,199.0
340.0,-165.0,2.3,200.0
340.0,-170.0,2.3,200.0
340.0,-175.0,2.3,200.0
340.0,-180.0,2.3,200.0
340.0,-185.0,2.3,200.0
340.0,-190.0,2.3,200.0
340.0,-195.0,2.3,200.0
340.0,-200.0,2.3,200.0
345.0,0.0,1.88,75.0
345.0,-5.0,1.88,75.0
345.0,-10.0,1.88,75.0
345.0,-15.0,1.88,75.0
345.0,-20.0,1.88,75.0
345.0,-25.0,1.87,74.0
345.0,-30.0,1.85,71.0
345.0,-35.0,1.82,66.0
345.0,-40.0,1.79,62.0
345.0,-45.0,1.76,58.0
345.0,-50.0,1.73,54.0
345.0,-55.0,1.74,55.0
345.0,-60.0,1.83,67.0
345.0,-65.0,1.91,82.0
345.0,-70.0,1.99,97.0
345.0,-75.0,2.05,111.0
345.0,-80.0,2.08,121.0
345.0,-85.0,2.1,125.0
345.0,-90.0,2.1,125.0
345.0,-95.0,2.1,125.0
345.0,-100.0,2.1,125.0
345.0,-105.0,2.1,125.0
345.0,-110.0,2.1,125.0
345.0,-115.0,2.1,126.0
345.0,-120.0,2.12,132.0
345.0,-125.0,2.16,144.0
345.0,-130.0,2.19,155.0
345.0,-135.0,2.22,165.0
345.0,-140.0,2.24,172.0
345.0,-145.0,2.26,180.0
345.0,-150.0,2.27,187.0
345.0,-155.0,2.29,195.0
345.0,-160.0,2.3,199.0
345.0,-165.0,2.3,200.0
345.0,-170.0,2.3,200.0
345.0,-175.0,2.3,200.0
345.0,-180.0,2.3,200.0
345.0,-185.0,2.3,200.0
345.0,-190.0,2.3,200.0
345.0,-195.0,2.3,200.0
345.0,-200.0,2.3,200.0
350.0,0.0,1.88,75.0
350.0,-5.0,1.88,75.0
350.0,-10.0,1.88,75.0
350.0,-15.0,1.88,75.0
350.0,-20.0,1.88,75.0
350.0,-25.0,1.87,74.0
350.0,-30.0,1.85,71.0
350.0,-35.0,1.82,66.0
350.0,-40.0,1.79,62.0
350.0,-45.0,1.76,58.0
350.0,-50.0,1.73,54.0
350.0,-55.0,1.74,55.0
350.0,-60.0,1.83,67.0
350.0,-65.0,1.91,82.0
350.0,-70.0,1.99,97.0
350.0,-75.0,2.05,112.0
350.0,-80.0,2.09,122.0
350.0,-85.0,2.1,125.0
350.0,-90.0,2.1,125.0
350.0,-95.0,2.1,125.0
350.0,-100.0,2.1,125.0
350.0,-105.0,2.1,125.0
350.0,-110.0,2.1,125.0
350.0,-115.0,2.1,126.0
350.0,-120.0,2.12,133.0
350.0,-125.0,2.16,144.0
350.0,-130.0,2.19,155.0
350.0,-135.0,2.22,165.0
350.0,-140.0,2.24,172.0
350.0,-145.0,2.26,180.0
350.0,-150.0,2.27,187.0
350.0,-155.0,2.29,195.0
350.0,-160.0,2.3,199.0
350.0,-165.0,2.3,200.0
350.0,-170.0,2.3,200.0
350.0,-175.0,2.3,200.0
350.0,-180.0,2.3,200.0
350.0,-185.0,2.3,200.0
350.0,-190.0,2.3,200.0
350.0,-195.0,2.3,200.0
350.0,-200.0,2.3,200.0
355.0,0.0,1.88,75.0
