#X,Z,log_Rho,Rho
135.0,-4.53,1.84,69.0
135.0,-6.04,1.83,68.0
135.0,-7.55,1.82,66.0
135.0,-9.06,1.81,64.0
135.0,-10.57,1.79,62.0
135.0,-12.08,1.81,64.0
135.0,-13.59,1.83,68.0
135.0,-15.1,1.86,73.0
135.0,-16.61,1.89,78.0
135.0,-18.12,1.92,83.0
135.0,-19.63,1.95,89.0
135.0,-21.14,1.97,94.0
135.0,-22.65,2.0,99.0
135.0,-24.16,2.02,104.0
135.0,-25.67,2.04,109.0
135.0,-27.18,2.06,114.0
135.0,-28.69,2.08,119.0
135.0,-30.2,2.09,123.0
135.0,-31.71,2.11,129.0
135.0,-33.22,2.13,135.0
135.0,-34.73,2.15,141.0
135.0,-36.24,2.17,147.0
135.0,-37.75,2.18,153.0
135.0,-39.26,2.2,159.0
135.0,-40.77,2.22,165.0
135.0,-42.28,2.24,172.0
135.0,-43.79,2.25,179.0
135.0,-45.3,2.27,186.0
135.0,-46.81,2.29,193.0
135.0,-48.32,2.3,198.0
135.0,-49.83,2.3,200.0
135.0,-51.34,2.3,200.0
135.0,-52.85,2.3,200.0
135.0,-54.36,2.3,200.0
135.0,-55.87,2.3,200.0
135.0,-57.38,2.3,200.0
135.0,-58.89,2.3,200.0
135.0,-60.4,2.3,200.0
137.5,0.0,1.87,74.0
137.5,-1.51,1.86,73.0
137.5,-3.02,1.86,72.0
137.5,-4.53,1.85,70.0
137.5,-6.04,1.83,68.0
137.5,-7.55,1.82,66.0
137.5,-9.06,1.81,64.0
137.5,-10.57,1.8,63.0
137.5,-12.08,1.81,64.0
137.5,-13.59,1.83,68.0
137.5,-15.1,1.86,73.0
137.5,-16.61,1.89,77.0
137.5,-18.12,1.91,82.0
137.5,-19.63,1.94,87.0
137.5,-21.14,1.96,92.0
137.5,-22.65,1.99,97.0
137.5,-24.16,2.01,102.0
137.5,-25.67,2.03,108.0
137.5,-27.18,2.05,113.0
137.5,-28.69,2.07,118.0
137.5,-30.2,2.09,124.0
137.5,-31.71,2.11,129.0
137.5,-33.22,2.13,135.0
137.5,-34.73,2.15,141.0
137.5,-36.24,2.17,147.0
137.5,-37.75,2.18,153.0
137.5,-39.26,2.2,159.0
137.5,-40.77,2.22,165.0
137.5,-42.28,2.24,172.0
137.5,-43.79,2.25,179.0
137.5,-45.3,2.27,185.0
137.5,-46.81,2.28,192.0
137.5,-48.32,2.29,197.0
137.5,-49.83,2.3,200.0
137.5,-51.34,2.3,200.0
137.5,-52.85,2.3,200.0
137.5,-54.36,2.3,200.0
137.5,-55.87,2.3,200.0
137.5,-57.38,2.3,200.0
137.5,-58.89,2.3,200.0
137.5,-60.4,2.3,200.0
140.0,0.0,1.87,74.0
140.0,-1.51,1.86,73.0
140.0,-3.02,1.86,72.0
140.0,-4.53,1.85,70.0
140.0,-6.04,1.83,68.0
140.0,-7.55,1.82,66.0
140.0,-9.06,1.81,65.0
140.0,-10.57,1.8,63.0
140.0,-12.08,1.81,64.0
140.0,-13.59,1.84,69.0
140.0,-15.1,1.86,73.0
140.0,-16.61,1.89,77.0
140.0,-18.12,1.91,82.0
140.0,-19.63,1.93,86.0
140.0,-21.14,1.96,91.0
140.0,-22.65,1.99,97.0
140.0,-24.16,2.01,102.0
140.0,-25.67,2.03,108.0
140.0,-27.18,2.05,113.0
140.0,-28.69,2.08,119.0
140.0,-30.2,2.09,124.0
140.0,-31.71,2.11,130.0
140.0,-33.22,2.13,136.0
140.0,-34.73,2.15,141.0
140.0,-36.24,2.17,147.0
140.0,-37.75,2.18,153.0
140.0,-39.26,2.2,159.0
140.0,-40.77,2.22,165.0
140.0,-42.28,2.23,171.0
140.0,-43.79,2.25,177.0
140.0,-45.3,2.26,184.0
140.0,-46.81,2.28,190.0
140.0,-48.32,2.29,196.0
140.0,-49.83,2.3,200.0
140.0,-51.34,2.3,200.0
140.0,-52.85,2.3,200.0
140.0,-54.36,2.3,200.0
140.0,-55.87,2.3,200.0
140.0,-57.38,2.3,200.0
140.0,-58.89,2.3,200.0
140.0,-60.4,2.3,200.0
142.5,0.0,1.87,74.0
142.5,-1.51,1.86,73.0
142.5,-3.02,1.86,72.0
142.5,-4.53,1.85,70.0
142.5,-6.04,1.83,68.0
142.5,-7.55,1.83,67.0
142.5,-9.06,1.81,65.0
142.5,-10.57,1.8,63.0
142.5,-12.08,1.81,65.0
142.5,-13.59,1.84,69.0
142.5,-15.1,1.86,73.0
142.5,-16.61,1.89,77.0
142.5,-18.12,1.91,81.0
142.5,-19.63,1.93,85.0
142.5,-21.14,1.96,91.0
142.5,-22.65,1.98,96.0
142.5,-24.16,2.01,102.0
142.5,-25.67,2.03,108.0
142.5,-27.18,2.05,113.0
142.5,-28.69,2.08,119.0
142.5,-30.2,2.1,125.0
142.5,-31.71,2.11,130.0
142.5,-33.22,2.13,136.0
142.5,-34.73,2.15,142.0
142.5,-36.24,2.17,147.0
142.5,-37.75,2.18,153.0
142.5,-39.26,2.2,159.0
142.5,-40.77,2.21,164.0
142.5,-42.28,2.23,170.0
142.5,-43.79,2.25,176.0
142.5,-45.3,2.26,183.0
142.5,-46.81,2.28,189.0
142.5,-48.32,2.29,195.0
142.5,-49.83,2.3,199.0
142.5,-51.34,2.3,200.0
142.5,-52.85,2.3,200.0
142.5,-54.36,2.3,200.0
142.5,-55.87,2.3,200.0
142.5,-57.38,2.3,200.0
142.5,-58.89,2.3,200.0
142.5,-60.4,2.3,200.0
145.0,0.0,1.87,74.0
145.0,-1.51,1.86,73.0
145.0,-3.02,1.86,72.0
145.0,-4.53,1.85,70.0
145.0,-6.04,1.84,69.0
145.0,-7.55,1.83,67.0
145.0,-9.06,1.81,65.0
145.0,-10.57,1.81,64.0
145.0,-12.08,1.81,65.0
145.0,-13.59,1.83,68.0
145.0,-15.1,1.86,72.0
145.0,-16.61,1.88,76.0
145.0,-18.12,1.9,80.0
145.0,-19.63,1.92,84.0
145.0,-21.14,1.95,89.0
145.0,-22.65,1.98,95.0
145.0,-24.16,2.0,101.0
145.0,-25.67,2.03,107.0
145.0,-27.18,2.05,113.0
145.0,-28.69,2.08,119.0
145.0,-30.2,2.1,125.0
145.0,-31.71,2.12,131.0
145.0,-33.22,2.13,136.0
145.0,-34.73,2.15,142.0
145.0,-36.24,2.17,147.0
145.0,-37.75,2.18,153.0
145.0,-39.26,2.2,159.0
145.0,-40.77,2.21,164.0
145.0,-42.28,2.23,170.0
145.0,-43.79,2.25,176.0
145.0,-45.3,2.26,182.0
145.0,-46.81,2.27,188.0
145.0,-48.32,2.29,194.0
145.0,-49.83,2.3,198.0
145.0,-51.34,2.3,200.0
145.0,-52.85,2.3,200.0
145.0,-54.36,2.3,200.0
145.0,-55.87,2.3,200.0
145.0,-57.38,2.3,200.0
145.0,-58.89,2.3,200.0
145.0,-60.4,2.3,200.0
147.5,0.0,1.87,74.0
147.5,-1.51,1.87,74.0
147.5,-3.02,1.86,72.0
147.5,-4.53,1.85,71.0
147.5,-6.04,1.84,69.0
147.5,-7.55,1.83,68.0
147.5,-9.06,1.82,66.0
147.5,-10.57,1.81,64.0
147.5,-12.08,1.81,65.0
147.5,-13.59,1.83,68.0
147.5,-15.1,1.85,71.0
147.5,-16.61,1.88,75.0
147.5,-18.12,1.9,79.0
147.5,-19.63,1.92,83.0
147.5,-21.14,1.94,88.0
147.5,-22.65,1.97,94.0
147.5,-24.16,2.0,100.0
147.5,-25.67,2.03,106.0
147.5,-27.18,2.05,113.0
147.5,-28.69,2.08,119.0
147.5,-30.2,2.1,125.0
147.5,-31.71,2.12,131.0
147.5,-33.22,2.13,136.0
147.5,-34.73,2.15,142.0
147.5,-36.24,2.17,147.0
147.5,-37.75,2.18,153.0
147.5,-39.26,2.2,159.0
147.5,-40.77,2.21,164.0
147.5,-42.28,2.23,170.0
147.5,-43.79,2.25,176.0
147.5,-45.3,2.26,182.0
147.5,-46.81,2.27,188.0
147.5,-48.32,2.29,194.0
147.5,-49.83,2.3,198.0
147.5,-51.34,2.3,200.0
147.5,-52.85,2.3,200.0
147.5,-54.36,2.3,200.0
147.5,-55.87,2.3,200.0
147.5,-57.38,2.3,200.0
147.5,-58.89,2.3,200.0
147.5,-60.4,2.3,200.0
150.0,0.0,1.87,74.0
150.0,-1.51,1.87,74.0
150.0,-3.02,1.86,72.0
150.0,-4.53,1.85,71.0
150.0,-6.04,1.85,70.0
150.0,-7.55,1.83,68.0
150.0,-9.06,1.83,67.0
150.0,-10.57,1.81,65.0
150.0,-12.08,1.82,66.0
150.0,-13.59,1.84,69.0
150.0,-15.1,1.86,72.0
150.0,-16.61,1.88,75.0
150.0,-18.12,1.89,78.0
150.0,-19.63,1.91,82.0
150.0,-21.14,1.94,87.0
150.0,-22.65,1.97,93.0
150.0,-24.16,2.0,100.0
150.0,-25.67,2.03,106.0
150.0,-27.18,2.05,112.0
150.0,-28.69,2.08,119.0
150.0,-30.2,2.1,125.0
150.0,-31.71,2.12,131.0
150.0,-33.22,2.13,136.0
150.0,-34.73,2.15,142.0
150.0,-36.24,2.17,147.0
150.0,-37.75,2.18,153.0
150.0,-39.26,2.2,159.0
150.0,-40.77,2.21,164.0
150.0,-42.28,2.23,170.0
150.0,-43.79,2.25,176.0
150.0,-45.3,2.26,182.0
150.0,-46.81,2.27,188.0
150.0,-48.32,2.29,194.0
150.0,-49.83,2.3,198.0
150.0,-51.34,2.3,200.0
150.0,-52.85,2.3,200.0
150.0,-54.36,2.3,200.0
150.0,-55.87,2.3,200.0
150.0,-57.38,2.3,200.0
150.0,-58.89,2.3,200.0
150.0,-60.4,2.3,200.0
152.5,0.0,1.87,74.0
152.5,-1.51,1.87,74.0
152.5,-3.02,1.86,72.0
152.5,-4.53,1.85,71.0
152.5,-6.04,1.85,70.0
152.5,-7.55,1.83,68.0
152.5,-9.06,1.83,67.0
152.5,-10.57,1.81,65.0
152.5,-12.08,1.82,66.0
152.5,-13.59,1.84,69.0
152.5,-15.1,1.86,72.0
152.5,-16.61,1.88,75.0
152.5,-18.12,1.89,78.0
152.5,-19.63,1.91,82.0
152.5,-21.14,1.94,87.0
152.5,-22.65,1.97,93.0
152.5,-24.16,2.0,99.0
152.5,-25.67,2.03,106.0
152.5,-27.18,2.05,112.0
152.5,-28.69,2.08,119.0
152.5,-30.2,2.1,125.0
152.5,-31.71,2.12,131.0
152.5,-33.22,2.13,136.0
152.5,-34.73,2.15,142.0
152.5,-36.24,2.17,147.0
152.5,-37.75,2.18,153.0
152.5,-39.26,2.2,159.0
152.5,-40.77,2.21,164.0
152.5,-42.28,2.23,170.0
152.5,-43.79,2.25,176.0
152.5,-45.3,2.26,182.0
152.5,-46.81,2.27,188.0
152.5,-48.32,2.29,194.0
152.5,-49.83,2.3,198.0
152.5,-51.34,2.3,200.0
152.5,-52.85,2.3,200.0
152.5,-54.36,2.3,200.0
152.5,-55.87,2.3,200.0
152.5,-57.38,2.3,200.0
152.5,-58.89,2.3,200.0
152.5,-60.4,2.3,200.0
155.0,0.0,1.87,74.0
155.0,-1.51,1.87,74.0
155.0,-3.02,1.86,72.0
155.0,-4.53,1.85,71.0
155.0,-6.04,1.84,69.0
155.0,-7.55,1.83,68.0
155.0,-9.06,1.82,66.0
155.0,-10.57,1.81,65.0
155.0,-12.08,1.82,66.0
155.0,-13.59,1.83,68.0
155.0,-15.1,1.85,71.0
155.0,-16.61,1.88,75.0
155.0,-18.12,1.89,78.0
155.0,-19.63,1.91,82.0
155.0,-21.14,1.94,87.0
155.0,-22.65,1.97,93.0
155.0,-24.16,2.0,100.0
155.0,-25.67,2.03,106.0
155.0,-27.18,2.05,112.0
155.0,-28.69,2.08,119.0
155.0,-30.2,2.1,125.0
155.0,-31.71,2.12,131.0
155.0,-33.22,2.13,136.0
155.0,-34.73,2.15,142.0
155.0,-36.24,2.17,147.0
155.0,-37.75,2.18,153.0
155.0,-39.26,2.2,159.0
155.0,-40.77,2.21,164.0
155.0,-42.28,2.23,170.0
155.0,-43.79,2.25,176.0
155.0,-45.3,2.26,182.0
155.0,-46.81,2.27,188.0
155.0,-48.32,2.29,194.0
155.0,-49.83,2.3,198.0
155.0,-51.34,2.3,200.0
155.0,-52.85,2.3,200.0
155.0,-54.36,2.3,200.0
155.0,-55.87,2.3,200.0
155.0,-57.38,2.3,200.0
155.0,-58.89,2.3,200.0
155.0,-60.4,2.3,200.0
157.5,0.0,1.87,74.0
157.5,-1.51,1.86,73.0
157.5,-3.02,1.86,72.0
157.5,-4.53,1.85,70.0
157.5,-6.04,1.84,69.0
157.5,-7.55,1.83,67.0
157.5,-9.06,1.82,66.0
157.5,-10.57,1.81,64.0
157.5,-12.08,1.81,65.0
157.5,-13.59,1.83,68.0
157.5,-15.1,1.85,71.0
157.5,-16.61,1.88,75.0
157.5,-18.12,1.9,79.0
157.5,-19.63,1.92,83.0
157.5,-21.14,1.94,88.0
157.5,-22.65,1.97,94.0
157.5,-24.16,2.0,101.0
157.5,-25.67,2.03,107.0
157.5,-27.18,2.05,113.0
157.5,-28.69,2.08,119.0
157.5,-30.2,2.1,125.0
157.5,-31.71,2.12,131.0
157.5,-33.22,2.13,136.0
157.5,-34.73,2.15,142.0
157.5,-36.24,2.17,147.0
157.5,-37.75,2.18,153.0
157.5,-39.26,2.2,159.0
157.5,-40.77,2.21,164.0
157.5,-42.28,2.23,170.0
157.5,-43.79,2.25,176.0
157.5,-45.3,2.26,182.0
157.5,-46.81,2.27,188.0
157.5,-48.32,2.29,194.0
157.5,-49.83,2.3,198.0
157.5,-51.34,2.3,200.0
157.5,-52.85,2.3,200.0
157.5,-54.36,2.3,200.0
157.5,-55.87,2.3,200.0
157.5,-57.38,2.3,200.0
157.5,-58.89,2.3,200.0
157.5,-60.4,2.3,200.0
160.0,0.0,1.87,74.0
160.0,-1.51,1.86,73.0
160.0,-3.02,1.86,72.0
160.0,-4.53,1.85,70.0
160.0,-6.04,1.83,68.0
160.0,-7.55,1.83,67.0
160.0,-9.06,1.81,65.0
160.0,-10.57,1.81,64.0
160.0,-12.08,1.81,64.0
160.0,-13.59,1.83,68.0
160.0,-15.1,1.86,72.0
160.0,-16.61,1.88,76.0
160.0,-18.12,1.9,80.0
160.0,-19.63,1.92,84.0
160.0,-21.14,1.95,89.0
160.0,-22.65,1.98,96.0
160.0,-24.16,2.01,102.0
160.0,-25.67,2.03,108.0
160.0,-27.18,2.06,114.0
160.0,-28.69,2.08,119.0
160.0,-30.2,2.1,125.0
160.0,-31.71,2.12,131.0
160.0,-33.22,2.13,136.0
160.0,-34.73,2.15,142.0
160.0,-36.24,2.17,147.0
160.0,-37.75,2.18,153.0
160.0,-39.26,2.2,159.0
160.0,-40.77,2.21,164.0
160.0,-42.28,2.23,170.0
160.0,-43.79,2.25,176.0
160.0,-45.3,2.26,182.0
160.0,-46.81,2.27,188.0
160.0,-48.32,2.29,194.0
160.0,-49.83,2.3,198.0
160.0,-51.34,2.3,200.0
160.0,-52.85,2.3,200.0
160.0,-54.36,2.3,200.0
160.0,-55.87,2.3,200.0
160.0,-57.38,2.3,200.0
160.0,-58.89,2.3,200.0
160.0,-60.4,2.3,200.0
162.5,0.0,1.87,74.0
162.5,-1.51,1.86,73.0
162.5,-3.02,1.86,72.0
162.5,-4.53,1.85,70.0
162.5,-6.04,1.83,68.0
162.5,-7.55,1.83,67.0
162.5,-9.06,1.81,65.0
162.5,-10.57,1.8,63.0
162.5,-12.08,1.81,65.0
162.5,-13.59,1.84,69.0
162.5,-15.1,1.86,73.0
162.5,-16.61,1.89,77.0
162.5,-18.12,1.91,81.0
162.5,-19.63,1.93,85.0
162.5,-21.14,1.96,91.0
162.5,-22.65,1.99,97.0
162.5,-24.16,2.01,102.0
162.5,-25.67,2.03,108.0
162.5,-27.18,2.06,114.0
162.5,-28.69,2.08,119.0
162.5,-30.2,2.1,125.0
162.5,-31.71,2.12,131.0
162.5,-33.22,2.13,136.0
162.5,-34.73,2.15,142.0
162.5,-36.24,2.17,147.0
162.5,-37.75,2.18,153.0
162.5,-39.26,2.2,159.0
162.5,-40.77,2.21,164.0
162.5,-42.28,2.23,170.0
162.5,-43.79,2.25,176.0
162.5,-45.3,2.26,182.0
162.5,-46.81,2.27,187.0
162.5,-48.32,2.29,193.0
162.5,-49.83,2.3,198.0
162.5,-51.34,2.3,200.0
162.5,-52.85,2.3,200.0
162.5,-54.36,2.3,200.0
162.5,-55.87,2.3,200.0
162.5,-57.38,2.3,200.0
162.5,-58.89,2.3,200.0
162.5,-60.4,2.3,200.0
165.0,0.0,1.87,74.0
165.0,-1.51,1.86,73.0
165.0,-3.02,1.86,72.0
165.0,-4.53,1.85,70.0
165.0,-6.04,1.83,68.0
165.0,-7.55,1.83,67.0
165.0,-9.06,1.81,65.0
165.0,-10.57,1.81,64.0
165.0,-12.08,1.81,65.0
165.0,-13.59,1.84,69.0
165.0,-15.1,1.86,73.0
165.0,-16.61,1.89,77.0
165.0,-18.12,1.91,81.0
165.0,-19.63,1.93,86.0
165.0,-21.14,1.96,91.0
165.0,-22.65,1.99,97.0
165.0,-24.16,2.01,103.0
165.0,-25.67,2.03,108.0
165.0,-27.18,2.06,114.0
165.0,-28.69,2.08,119.0
165.0,-30.2,2.1,125.0
165.0,-31.71,2.12,131.0
165.0,-33.22,2.13,136.0
165.0,-34.73,2.15,142.0
165.0,-36.24,2.17,147.0
165.0,-37.75,2.18,153.0
165.0,-39.26,2.2,159.0
165.0,-40.77,2.21,164.0
165.0,-42.28,2.23,170.0
165.0,-43.79,2.24,175.0
165.0,-45.3,2.26,181.0
165.0,-46.81,2.27,187.0
165.0,-48.32,2.28,192.0
165.0,-49.83,2.29,197.0
165.0,-51.34,2.3,200.0
165.0,-52.85,2.3,200.0
165.0,-54.36,2.3,200.0
165.0,-55.87,2.3,200.0
165.0,-57.38,2.3,200.0
165.0,-58.89,2.3,200.0
165.0,-60.4,2.3,200.0
167.5,0.0,1.87,74.0
167.5,-1.51,1.86,73.0
167.5,-3.02,1.86,72.0
167.5,-4.53,1.85,70.0
167.5,-6.04,1.83,68.0
167.5,-7.55,1.83,67.0
167.5,-9.06,1.81,65.0
167.5,-10.57,1.81,64.0
167.5,-12.08,1.81,64.0
167.5,-13.59,1.83,68.0
167.5,-15.1,1.86,72.0
167.5,-16.61,1.89,77.0
167.5,-18.12,1.91,81.0
167.5,-19.63,1.93,85.0
167.5,-21.14,1.95,90.0
167.5,-22.65,1.98,96.0
167.5,-24.16,2.01,102.0
167.5,-25.67,2.03,108.0
167.5,-27.18,2.06,114.0
167.5,-28.69,2.08,119.0
167.5,-30.2,2.1,125.0
167.5,-31.71,2.12,131.0
167.5,-33.22,2.13,136.0
167.5,-34.73,2.15,142.0
167.5,-36.24,2.17,147.0
167.5,-37.75,2.18,153.0
167.5,-39.26,2.2,159.0
167.5,-40.77,2.21,164.0
167.5,-42.28,2.23,170.0
167.5,-43.79,2.24,175.0
167.5,-45.3,2.26,180.0
167.5,-46.81,2.27,186.0
167.5,-48.32,2.28,191.0
167.5,-49.83,2.29,197.0
167.5,-51.34,2.3,200.0
167.5,-52.85,2.3,200.0
167.5,-54.36,2.3,200.0
167.5,-55.87,2.3,200.0
167.5,-57.38,2.3,200.0
167.5,-58.89,2.3,200.0
167.5,-60.4,2.3,200.0
170.0,0.0,1.87,74.0
170.0,-1.51,1.86,73.0
170.0,-3.02,1.86,72.0
170.0,-4.53,1.85,70.0
170.0,-6.04,1.84,69.0
170.0,-7.55,1.83,67.0
170.0,-9.06,1.82,66.0
170.0,-10.57,1.81,64.0
170.0,-12.08,1.81,65.0
170.0,-13.59,1.83,68.0
170.0,-15.1,1.85,71.0
170.0,-16.61,1.88,76.0
170.0,-18.12,1.9,80.0
170.0,-19.63,1.92,84.0
170.0,-21.14,1.95,89.0
170.0,-22.65,1.98,95.0
170.0,-24.16,2.0,101.0
170.0,-25.67,2.03,107.0
170.0,-27.18,2.05,113.0
170.0,-28.69,2.08,119.0
170.0,-30.2,2.1,125.0
170.0,-31.71,2.12,131.0
170.0,-33.22,2.13,136.0
170.0,-34.73,2.15,142.0
170.0,-36.24,2.17,147.0
170.0,-37.75,2.18,153.0
170.0,-39.26,2.2,159.0
170.0,-40.77,2.21,164.0
170.0,-42.28,2.23,170.0
170.0,-43.79,2.24,175.0
170.0,-45.3,2.26,180.0
170.0,-46.81,2.27,186.0
170.0,-48.32,2.28,191.0
170.0,-49.83,2.29,196.0
170.0,-51.34,2.3,200.0
170.0,-52.85,2.3,200.0
170.0,-54.36,2.3,200.0
170.0,-55.87,2.3,200.0
170.0,-57.38,2.3,200.0
170.0,-58.89,2.3,200.0
170.0,-60.4,2.3,200.0
172.5,0.0,1.87,74.0
172.5,-1.51,1.87,74.0
172.5,-3.02,1.86,72.0
172.5,-4.53,1.85,71.0
172.5,-6.04,1.84,69.0
172.5,-7.55,1.83,68.0
172.5,-9.06,1.82,66.0
172.5,-10.57,1.81,65.0
172.5,-12.08,1.81,65.0
172.5,-13.59,1.83,68.0
172.5,-15.1,1.85,71.0
172.5,-16.61,1.88,75.0
172.5,-18.12,1.9,79.0
172.5,-19.63,1.92,83.0
172.5,-21.14,1.94,88.0
172.5,-22.65,1.97,94.0
172.5,-24.16,2.0,100.0
172.5,-25.67,2.03,106.0
172.5,-27.18,2.05,112.0
172.5,-28.69,2.08,119.0
172.5,-30.2,2.1,125.0
172.5,-31.71,2.12,131.0
172.5,-33.22,2.13,136.0
172.5,-34.73,2.15,142.0
172.5,-36.24,2.17,147.0
172.5,-37.75,2.18,153.0
172.5,-39.26,2.2,159.0
172.5,-40.77,2.21,164.0
172.5,-42.28,2.23,170.0
172.5,-43.79,2.24,175.0
172.5,-45.3,2.26,180.0
172.5,-46.81,2.27,186.0
172.5,-48.32,2.28,191.0
172.5,-49.83,2.29,197.0
172.5,-51.34,2.3,200.0
172.5,-52.85,2.3,200.0
172.5,-54.36,2.3,200.0
172.5,-55.87,2.3,200.0
172.5,-57.38,2.3,200.0
172.5,-58.89,2.3,200.0
172.5,-60.4,2.3,200.0
175.0,0.0,1.87,74.0
175.0,-1.51,1.87,74.0
175.0,-3.02,1.86,72.0
175.0,-4.53,1.85,71.0
175.0,-6.04,1.85,70.0
175.0,-7.55,1.83,68.0
175.0,-9.06,1.83,67.0
175.0,-10.57,1.82,66.0
175.0,-12.08,1.82,66.0
175.0,-13.59,1.84,69.0
175.0,-15.1,1.86,72.0
175.0,-16.61,1.88,75.0
175.0,-18.12,1.89,78.0
175.0,-19.63,1.91,82.0
175.0,-21.14,1.94,87.0
175.0,-22.65,1.97,93.0
175.0,-24.16,2.0,99.0
175.0,-25.67,2.03,106.0
175.0,-27.18,2.05,112.0
175.0,-28.69,2.08,119.0
175.0,-30.2,2.1,125.0
175.0,-31.71,2.12,131.0
175.0,-33.22,2.13,136.0
175.0,-34.73,2.15,142.0
175.0,-36.24,2.17,147.0
175.0,-37.75,2.18,153.0
175.0,-39.26,2.2,159.0
175.0,-40.77,2.21,164.0
175.0,-42.28,2.23,170.0
175.0,-43.79,2.24,175.0
175.0,-45.3,2.26,181.0
175.0,-46.81,2.27,186.0
175.0,-48.32,2.28,192.0
175.0,-49.83,2.29,197.0
175.0,-51.34,2.3,200.0
175.0,-52.85,2.3,200.0
175.0,-54.36,2.3,200.0
175.0,-55.87,2.3,200.0
175.0,-57.38,2.3,200.0
175.0,-58.89,2.3,200.0
175.0,-60.4,2.3,200.0
177.5,0.0,1.87,74.0
177.5,-1.51,1.87,74.0
177.5,-3.02,1.86,72.0
177.5,-4.53,1.85,71.0
177.5,-6.04,1.85,70.0
177.5,-7.55,1.83,68.0
177.5,-9.06,1.83,67.0
177.5,-10.57,1.82,66.0
177.5,-12.08,1.82,66.0
177.5,-13.59,1.84,69.0
177.5,-15.1,1.86,72.0
177.5,-16.61,1.88,75.0
177.5,-18.12,1.89,78.0
177.5,-19.63,1.91,82.0
177.5,-21.14,1.94,87.0
177.5,-22.65,1.97,93.0
177.5,-24.16,2.0,99.0
177.5,-25.67,2.03,106.0
177.5,-27.18,2.05,112.0
177.5,-28.69,2.08,119.0
177.5,-30.2,2.1,125.0
177.5,-31.71,2.12,131.0
177.5,-33.22,2.13,136.0
177.5,-34.73,2.15,142.0
177.5,-36.24,2.17,147.0
177.5,-37.75,2.18,153.0
177.5,-39.26,2.2,159.0
177.5,-40.77,2.21,164.0
177.5,-42.28,2.23,170.0
177.5,-43.79,2.25,176.0
177.5,-45.3,2.26,182.0
177.5,-46.81,2.27,187.0
177.5,-48.32,2.29,193.0
177.5,-49.83,2.3,198.0
177.5,-51.34,2.3,200.0
177.5,-52.85,2.3,200.0
177.5,-54.36,2.3,200.0
177.5,-55.87,2.3,200.0
177.5,-57.38,2.3,200.0
177.5,-58.89,2.3,200.0
177.5,-60.4,2.3,200.0
180.0,0.0,1.87,74.0
180.0,-1.51,1.87,74.0
180.0,-3.02,1.86,72.0
180.0,-4.53,1.85,71.0
180.0,-6.04,1.84,69.0
180.0,-7.55,1.83,68.0
180.0,-9.06,1.82,66.0
180.0,-10.57,1.81,65.0
180.0,-12.08,1.81,65.0
180.0,-13.59,1.83,68.0
180.0,-15.1,1.85,71.0
180.0,-16.61,1.87,74.0
180.0,-18.12,1.89,78.0
180.0,-19.63,1.91,82.0
180.0,-21.14,1.94,87.0
180.0,-22.65,1.97,94.0
180.0,-24.16,2.0,100.0
180.0,-25.67,2.03,106.0
180.0,-27.18,2.05,112.0
180.0,-28.69,2.08,119.0
180.0,-30.2,2.1,125.0
180.0,-31.71,2.12,131.0
180.0,-33.22,2.13,136.0
180.0,-34.73,2.15,142.0
180.0,-36.24,2.17,147.0
180.0,-37.75,2.18,153.0
180.0,-39.26,2.2,159.0
180.0,-40.77,2.22,165.0
180.0,-42.28,2.23,171.0
180.0,-43.79,2.25,177.0
180.0,-45.3,2.26,183.0
180.0,-46.81,2.27,188.0
180.0,-48.32,2.29,194.0
180.0,-49.83,2.3,199.0
180.0,-51.34,2.3,200.0
180.0,-52.85,2.3,200.0
180.0,-54.36,2.3,200.0
180.0,-55.87,2.3,200.0
180.0,-57.38,2.3,200.0
180.0,-58.89,2.3,200.0
180.0,-60.4,2.3,200.0
182.5,0.0,1.87,74.0
182.5,-1.51,1.86,73.0
182.5,-3.02,1.86,72.0
182.5,-4.53,1.85,70.0
182.5,-6.04,1.84,69.0
182.5,-7.55,1.83,67.0
182.5,-9.06,1.82,66.0
182.5,-10.57,1.81,64.0
182.5,-12.08,1.81,64.0
182.5,-13.59,1.83,67.0
182.5,-15.1,1.85,71.0
182.5,-16.61,1.88,75.0
182.5,-18.12,1.9,79.0
182.5,-19.63,1.92,83.0
182.5,-21.14,1.95,89.0
182.5,-22.65,1.98,95.0
182.5,-24.16,2.0,101.0
182.5,-25.67,2.03,107.0
182.5,-27.18,2.05,113.0
182.5,-28.69,2.08,119.0
182.5,-30.2,2.1,125.0
182.5,-31.71,2.12,131.0
182.5,-33.22,2.13,136.0
182.5,-34.73,2.15,142.0
182.5,-36.24,2.17,147.0
182.5,-37.75,2.18,153.0
182.5,-39.26,2.2,159.0
182.5,-40.77,2.22,165.0
182.5,-42.28,2.23,171.0
182.5,-43.79,2.25,177.0
182.5,-45.3,2.26,183.0
182.5,-46.81,2.28,189.0
182.5,-48.32,2.29,195.0
182.5,-49.83,2.3,199.0
182.5,-51.34,2.3,200.0
182.5,-52.85,2.3,200.0
182.5,-54.36,2.3,200.0
182.5,-55.87,2.3,200.0
182.5,-57.38,2.3,200.0
182.5,-58.89,2.3,200.0
182.5,-60.4,2.3,200.0
185.0,0.0,1.87,74.0
185.0,-1.51,1.86,73.0
185.0,-3.02,1.86,72.0
185.0,-4.53,1.85,70.0
185.0,-6.04,1.84,69.0
185.0,-7.55,1.83,67.0
